date,covid_sum
2023-07-28,183.0
2023-07-29,134.0
2023-07-30,56.0
2023-07-31,258.0
2023-08-01,228.0
2023-08-02,190.0
2023-08-03,179.0
2023-08-04,171.0
2023-08-05,195.0
2023-08-06,43.0
2023-08-07,286.0
2023-08-08,278.0
2023-08-09,219.0
2023-08-10,218.0
2023-08-11,177.0
2023-08-12,161.0
2023-08-13,52.0
2023-08-14,223.0
2023-08-15,100.0
2023-08-16,213.0
2023-08-17,172.0
2023-08-18,160.0
2023-08-19,146.0
2023-08-20,34.0
2023-08-21,237.0
2023-08-22,159.0
2023-08-23,156.0
2023-08-24,138.0
2023-08-25,130.0
2023-08-26,119.0
2023-08-27,35.0
2023-08-28,195.0
2023-08-29,140.0
2023-08-30,115.0
